title,date,author,text
"The Morning Show explores abuses of power, but not really","
          Nov  1, 2019,  8:00am EDT
        ",Kevin Nguyen,"In Ronan Farrow’s book ,, which details how the former NBC News correspondent pieced together his Pulitzer-winning reporting about Harvey Weinstein, the first menacing figure we meet isn’t actually Weinstein. It’s Matt Lauer. Farrow’s reporting took place (about a year) before allegations of sexual assault would be leveled against the venerable ,anchor. At the beginning of ,, Farrow details a meeting he had with Lauer, one of the few people at NBC supportive of the Weinstein story. Feeling reassured by the encouragement of the network’s biggest figure, Farrow leaves Lauer’s office, and notices a peculiar thing: a button under the desk that closes the door behind him.,, the mega-expensive prestige drama launching on Apple TV Plus, imagines the aftermath of a beloved anchor felled by the revelations of his sexual misconduct. The allegations are not as severe as Lauer’s — the show , its audience all sex was consensual — but it’s hard not to see him in the character of Mitch Kessler (Steve Carell), repeatedly referred to as the “dad” of morning news and donning a name that even sounds like a bizarro-universe Matt Lauer.,It is not Kessler but his co-host Alex Levy (Jennifer Aniston) who has to deal with the fallout immediately. They’ve been on , together for nearly two decades — the mom and dad of America for a program with the tagline “Start your day with your family”— and Alex scrambles to figure out how to address the news of her fired co-host, and who will replace him. To further matters, Alex is deeply concerned about her own contract with the show being renewed, which makes you wonder if the most important question here is whether she can keep her job., is a confounding series full of actors you like, none of whom seem particularly thrilled to be there. In addition to Carell and Aniston, Reese Witherspoon plays Bradley Jackson, a small-time news anchor with the least convincing southern accent I’ve heard since Cindy in ,. A clip of her screaming at a coal protest goes viral, and through a series of bewildering decisions by Alex and her boss, Bradley is suddenly in the running to replace Mitch.,Mitch, by the way, is far from cast off in the show. ,explores how one might wrestle with the repercussions of being Me Too’d. That turns out to be little more complicated than watching Carell bash a flat screen TV out of anger, and then later, unbelievably, tell an old colleague, “At first they came for the rapists, and I said nothing.” That’s probably the nadir of ,’s writing, the rest of it largely — if not clumsily — functional, but Carell does himself no favors by confusing awkward yelling with compelling acting. (In fact, his tantrums are not far off from his character in ,.) ,The only actor on , who seems to be having any fun is Billy Crudup as Cory Ellison, a caricature of a network exec. Still, he moves through the show effortlessly with a smarmy charm (schmarm?), even though his motivations are more inscrutable than they are Machiavellian. At one point, Crudup shouts “chaos is the new cocaine,” and he almost gets away with it.,Most of the dialogue involves characters announcing how they feel. When they’re not, it sounds like they’re telling jokes without punchlines, like when Levy says, “People are idiots. Am I right?” At times, you can sense the show’s aspirations to be something of the Aaron Sorkin universe, except it possesses none of Sorkin’s strengths (the briskly paced chattiness; frequent levity) and most of his weaknesses (a privileged, navel-gazing sense of self-righteousness; the attempts at inclusion that end up feeling kind of racist). The show even looks deeply bland, which honestly might be the most refreshing non-decision in a world where every streaming show is basked in moody, saturated colors or attempts to evoke realism by shooting on handheld cameras.,Similarly, you could also describe the politics of , as glossy and uncomplicated. Predictably, the fight for journalism is basically divided between good, salt-of-the-earth folks like Bradley and greedy, cynical execs like Cory. At one point, the argument is so stark that Cory says, in all seriousness, “What we really need on television right now — it’s not news, or fucking journalism. It’s entertainment.” (Again, somehow Crudup sells this without batting an eye. Give this handsome man an Emmy!),Still, Jackson and Ellison’s dynamic is the show’s most intriguing one — a strength of on-screen chemistry — even if it is still situated in a very basic idea of an employee being real spunky with her boss. In fact, , constantly addresses the notion of power and who has it, but never seems interested in how or why. Network execs are powerful because they’re at the top. Anchors like Levy have power, too, because they’re famous and in front of cameras (though the show finds the most improbable ways for her to wield it). ,But for a series that wants to run at Me Too, it has little to no curiosity in how bad behavior is ignored, allegations are suppressed, or the people and institutions that keep it this way. Farrow’s book revealed the insidious and very deliberate ways men like Weinstein, Lauer, and Tom Brokaw could protect themselves through intimidation and NDAs. In ,, everyone is just too dang earnest, or really, too selfish to think about anyone but themselves.,Even the time we spend with Mitch, whose arc is unclear (though my hope is that it goes in the direction of “acceptance” rather than “redemption”), feels unearned. We get scenes like the one where he struggles to work the Keurig machine in his home. He gets frustrated, then furious, but eventually figures out how to operate the very simple coffee machine. And we’re supposed to feel… what exactly? It’s unclear. It seems fitting that , is the key launch title for Apple’s major foray into original content. This is a company that values simplicity, clarity, and loves smooth corners so much that they designed their headquarters to be completely without rough edges.,There are hints of promise, though. At the end of the third episode, the last that was screened in advance to critics, a producer, Mia Jordan (Karen Pittman), wanders into the now-vacant office of Mitch Kessler. She admires his things, gazes in the mirror, and locates a button under the desk. The door of the office closes. The short scene suddenly gives , a sense of menace and foreboding that had been missing for the previous three hours. Mia then goes to Levy’s office to confront her about how complicit she was in Mitch’s behavior. And suddenly , has its first interesting moment, because it finally wants things to be messy."
Here’s what HBO Max looks like,"
          Oct 29, 2019,  8:36pm EDT
        ",Julia Alexander,"HBO Max, ,, looks nothing like its HBO Now counterpart. ,Here’s a brief tour:,AT&T and WarnerMedia showed off the first look at its product interface at a special investor event today, with Andy Forssell, executive vice president and general manager, speaking about the importance of human curation, instead of simply relying on algorithms like Netflix and other competitors. That’s why HBO’s , something the company rolled out earlier this year, is getting a big lift on ,. Celebrities will now have pages where they can list their own recommendations. HBO Max customers can then use those recommendation pages to select a movie or TV show directly from that celebrity’s profile. ,A new function, called “highlight,” is designed to help people not have to worry about scrolling through an app to choose something to watch. Users spend about nine minutes just scrolling through options, and HBO Max is designed to cut through that. Highlights, as seen in the photo below, are curated and packaged together to offer subscribers more specific choices. For example, ,has highlight packages based on celebrity cameos, in case customers specifically want to watch the Brad Pitt episode again. ,HBO Max will also offer a shared viewing experience, one where you can create a combined shared account with other people you watch with, to improve the kind of recommendations each of you might individually see. With other streaming services, sharing an account can often lead to strange recommendations; HBO says it added the feature because of those concerns.,HBO Max will offer podcasts based on certain shows (HBO’s ,). These podcasts will exist on the app, and can be listened to on the go. Those podcasts will also lead to suggested recommendations based on the show the podcast talks about. ,Executives at the company spoke about how integral having an easy-to-use interface and clean look will be to HBO Max’s success. Netflix initially set the tone for what a streaming service should look and feel like, although , and , have offered their own unique takes on laying out its titles since. , during the company’s biennial D23 fan convention in Anaheim and noticed that while it was elegant and sleep, it also felt empty. We wrote at the time:,Apple TV+ doesn’t have the same catalogue of films and TV shows that HBO Max and Disney+ will launch with, so it’s instead ,, but HBO Max is launching with more than 10,000 titles, including Max Originals, past WarnerMedia titles, and licensed series like the entire ,catalogue and the Studio Ghibli collection of animated films. ,HBO’s new streaming service is aiming to have half of its programming targeted at young millennials, and the other half split between family entertainment and series targeted at adults. ,HBO Max will launch in 2020."
"Dickinson is the wildest, weirdest, and most earnest show on Apple TV Plus","
          Nov  1, 2019,  8:00am EDT
        ",Julia Alexander,"If ,is , crown-jewel prestige drama and ,is its bet on sci-fi programming, , is its most fun. Circumventing Apple’s idea of what a prestigious show should look like brings some much needed carefreeness to the streaming platform.  ,The show finds Emily Dickinson (Hailee Steinfeld) in the 1850s as she struggles to follow her dreams of becoming a poet at a time when female writers were frowned upon. Her father Edward (Toby Huss) sours at the idea of people in Massachusetts finding out she’s a writer, afraid of the shame she’ll bring to their family. Only two people support her ambitious desires: George Gould (Samuel Farnsworth), a local literary magazine editor who also wants to marry Emily, and Sue Gilbert (Ella Hunt), her best friend turned secret lover.,Using period-accurate costumes and sets gives it a slightly prestigious feel, but the dialogue is deliberately contemporary. Characters speak to one another like they’re living in modern times, cursing at each other and saying things like, “What up, girl?” Though ,feels like it’s nearing disaster at times, the show’s best moments come when it leans into its own absurdity: when a science experiment is used to simulate an orgasm, or a house party devolves into maelstrom as underage teens mess around with opioids, twerking to pulsating trap music.,doesn’t have the boundary-pushing ,, HBO’s popular teen drama that aired over the summer, but it’s unabashed in its admiration for youth culture. Teens in ,are unapologetically teens. Relationships are intoxicating, self-discovery is angst-ridden, and the future is full of endless possibilities built on beautifully reckless dreams only teenagers can have.,Emily Dickinson’s poems are obsessed with youthful themes: fame, popularity, intense bouts of emotion and, of course, a fetishization of death. Her work isn’t changed in ,. The stanzas are true to the source material. Modernizing the way characters speak to each other, but keeping the poems consistent, allows Dickinson’s words to feel more approachable for an audience that came into their own by way of Lil Peep Instagram live-streams and SoundCloud emo rap.,Most brilliantly, ,isn’t trying to be a teen show. That’s precisely why it works as one. It kind of stumbles into itself, finding its footing along the way. There isn’t any clear direction or structure to help it stay on the same path. ,doesn’t shy away from ludicrousness, but leans into it unabashedly. It’s an “unapologetic, crying on the floor at two in the morning, flirting with the fetishization of death even when floating on the undeniable highness of life” type of disaster. ,That’s especially true when it comes to Emily’s forbidden relationship with Sue. Steinfeld and Hunt charm whenever they’re on-screen together, excellent at playing up grandeur expressions of their love for each other while putting just as much importance into the small gestures that cement their relationship. They’re giddy when with each other, full of sneaky kisses and uncontrollable giggles that define first loves.,Although their relationship is forbidden, made harder by Sue’s engagement to Emily’s brother, Austin (Adrian Enscoe), it’s never tragic. Their obsession with each other is all-encompassing. Everything is carefree and in the moment. It’s not fraught with drama or cocooned in sadness the way other queer relationships on TV can be, especially with younger characters. Emily is upset by Sue’s engagement, but even that isn’t enough to drive them apart. They simply exist, together, now.,is so unafraid of being itself that I found myself enamored by it, flaws and all, by the middle of the first episode. It’s one of the only Apple TV Plus shows that I wanted to revisit after watching the first three episodes provided to critics. More importantly, it’s the show I can’t wait to see start popping up on Tumblr. I can see the fan art already, and the fluff-filled fan fiction stories populating on Archive of Our Own. That’s whom ,is for; it’s not ,or ,. It’s for people trying to find something they can have a silly time with, and ,does that in an undeniably enchanting way. "
Apple TV Plus is basically free because Apple’s end game is replicating Amazon Prime,"
          Nov  1, 2019, 11:01am EDT
        ",Julia Alexander,"Apple CEO Tim Cook offered a simple answer when investors asked why the company decided to essentially give away its upcoming streaming service, ,, for next to nothing: it’s a “gift to our users.”,“We’re really proud of the content,” Cook told investors ,. “We’d like as many people as possible to view it. And so this allows us to focus on maximizing subscribers, particularly in the early going.”,Apple TV Plus ,, but anyone who purchases a new or refurbished piece of Apple hardware will get a free one-year subscription. Those customers can then get five people on their Family Sharing plan. Maximizing subscribers is important to the company and to investors who are eager to figure out Apple’s strategy. ,This is a new space for the company, one it’s been trying to crack for years. All eyes are on whether TV Plus can take off or whether it will flop. Cook knows this, but he’s outlined ,. Creating an ecosystem of ongoing, subscriber-based products that keep customers within the company’s ecosystem is crucial. ,, and now Apple TV Plus exist to give people an avenue into the broader Apple ecosystem. That doesn’t include important ongoing hardware-based subscriptions iOS users pay for today, including iCloud storage and the company’s iPhone leasing program. Each service attracts its own paying subscribers, but there’s a future in which all of these services are bundled together to create a more unified customer base for Apple. ,The company is already experimenting with such bundles. Customers who ,. Eventually, Apple could spread that out to include Apple News Plus and Apple Arcade. Video is a “core part of this effort,” wrote Matthew Ball, an industry analyst and former head of strategy at Amazon Studios, ,analysis,last May.,“An Apple Subscription allows the company to use its existing ecosystem, reach and brand to de-risk new business, out-compete in undifferentiated ones and create a rich, proprietary experience that its competitors will struggle to match (due to either their more modest cash reserves or scope of services),” Ball added.,Just because Apple TV Plus is free now doesn’t mean it will stay that way. Customers pay for Amazon Prime Video; they just get it through Amazon Prime. They also get Amazon Music and one free Twitch Prime subscription every month. Apple wants to replicate Amazon’s success by using its big advantage: hardware. Once customers are reliant on Apple’s apps, upgrading to a new iPhone or MacBook makes even more sense. ,People are still spending money. It’s just likely that instead of spending $750 for a new iPhone or $150 for an Apple TV once and getting the service for free, they’ll pay $50, $75 or $100 a month for Apple services indefinitely."
A classic Mary Tyler Moore Show episode mirrors Apple TV Plus’ Morning Show series,"
          Nov  1, 2019, 10:02am EDT
        ",Noel Murray,"The Verge,“Assistant Wanted, Female,” a season 1 episode of ,, written by Treva Silverman and directed by Peter Baldwin, and originally airing on CBS on November 21st, 1970. Over the course of seven seasons, the groundbreaking sitcom followed Mary Richards (Mary Tyler Moore), an unmarried career woman working as a broadcast news producer at a Minneapolis TV station where the demands of the job regularly interfered with her personal life. In “Assistant Wanted, Female,” Mary’s boss Lou Grant (Ed Asner) allows her to hire some help, and she takes a chance on her snobbish, conceited neighbor Phyllis Lindstrom (Cloris Leachman) who has a hard time taking orders from someone she considers her inferior.,Because , debuts on Apple TV Plus today.,Consumers will be inundated with new subscription streaming services over the next six months, with ,, ,, and NBCUniversal’s Peacock all launching soon, offering original programming alongside an impressive back catalog of classic television and movies. Apple TV Plus will be one of the least expensive of the streaming market’s major players, though, without a Disney- or HBO-like archive of highly valued older content, the company intends to lure subscribers solely with its own products. The service arrives today with a small handful of TV series in a variety of genres, from period dramas to kids’ shows.,The centerpiece of the Apple TV Plus first wave is ,. The backstage melodrama stars Jennifer Aniston as a veteran network TV news anchor who fights for her job and tussles with a new rival (Reese Witherspoon) when her longtime co-host (Steve Carell) is fired for sexual misconduct. The star-studded series (which also features Billy Crudup, Gugu Mbatha-Raw, Mark Duplass, and Bel Powley as well as guest appearances from Mindy Kaling and Martin Short) tackles the same fragmented, rocky modern media landscape that led to the creation of Apple TV Plus in the first place. It also deals with how women are treated in show business in the #MeToo era., is hardly the first series to find drama and humor in the evolving roles for women in media. Beginning in 1970, , built a devoted audience with its sophisticated, funny take on the everyday grind of turning out a local news telecast — and with its depiction of the toll the job takes on one independent woman. Mary Richards had her share of romantic subplots during the run of the show, but the writers (including Silverman, one of the few women in the room) were far more interested in her friendships and in how she navigated a stressful, fast-paced workplace., was especially good at contrasting Mary with the other women in her life. “Assistant Wanted, Female” opens with her sharing breakfast with her best pal Rhoda, a wisecracking cynic, stressing out about her diet. (“Just a 70-calorie hard-boiled egg for ol’ tubbo,” Rhoda says of herself, before giving in to temptation and having toast with jam.) Both of them bristle at Phyllis, who swoops into Mary’s apartment looking well-dressed and perfectly coiffed, boasting about “being a model wife and a perfect mother.” (“She’s going to give overbearing, aggressive women a bad name,” Rhoda gripes.) As Mary strives to be taken seriously at work, she sees reflections of herself in her two friends: the one who gets on everyone’s nerves because she tries too hard and the one who stays primed for disappointment by treating everything as a joke.,Anyone interested in tracking the transitions women have experienced in the workplace, and in media, in particular.,“Assistant Wanted, Female” arrived early in ,’s run when Mary was still trying to find her bearings at the fictional Minneapolis station WJM. Without making a big point of it, the episode exposes the gendered power imbalance in the newsroom where Mary is expected to work through lunch, covering the phones and doing the filing, while news anchor Ted Baxter (Ted Knight) takes a long nap after a two-hour Mexican feast.,Most of the humor here comes from the way Mary manages two competing egos as she runs interference between the evening news’s sour, unsentimental producer Lou and the above-it-all Phyllis. Because she takes this job mostly as a lark, Phyllis has a lackadaisical attitude toward her clerical assignments and working hours. When Mary chastises her for embarrassing her in front of Mr. Grant, Phyllis assumes her friend is just jealous and wonders if she should’ve dressed more “dowdy,” so as not to overshadow Mary. Like the best of ,, “Assistant Wanted, Female” is snappy, with a keenly nuanced sense of how bad habits and unfair presumptions have way too much to do with how the world really works.,Hulu. None of , show spinoffs — ,, ,, and , — are currently available to stream. That’s a shame because, collectively, they also have a lot to say about labor and gender in 1970s America."
Sony is reportedly looking to sell its PlayStation Vue streaming service,"
          Oct 25, 2019, 11:03am EDT
        ",Jon Porter,"Sony is currently looking for a buyer of its PlayStation Vue TV streaming service, according to a ,. The company has reportedly already approached one potential buyer, the sports-focused streaming service FuboTV, with a sale that would include the service’s approximately 500,000-strong subscriber base, alongside its underlying technology. That customer tally is substantially less than other subscription TV services, despite PlayStation Vue being one of the first such services to launch. ,’s report claims that Sony’s streaming service is continuing to lose money, despite several subscription price hikes, most recently a ,. Sony is struggling with the rising cost of programming, which is thought to be hitting the company harder than its competitors. Unlike, say, Hulu, Sony doesn’t have as big of a content library of its own, which leaves it with less leverage in its negotiations. , notes that it’s unclear whether Sony’s programming contracts would transfer to PlayStation Vue’s new owner after a sale.,From a technology standpoint, PlayStation Vue offers some unique features. If you’re using the service on an Apple TV, for example, you can currently watch as many as , on a single screen. On a PlayStation 4, this limit drops to three, but the PlayStation Vue has the advantage of being the only internet TV service available. Sony has so far refused to allow competitors like Sling TV, YouTube TV, and Hulu’s live TV service onto the platform. Should Vue be sold to an outside company, that could potentially change. ,Sony may have picked a good time to get out of the streaming business, as the market will soon become a lot more crowded with a host of new players. Disney+ and Apple TV Plus are both coming next month, AT&T’s HBO Max is due next year, and NBCUniversal is readying its , as well. With each of these companies investing heavily in exclusive content — and with Vue already trailing other internet TV providers — Sony’s challenges aren’t going anywhere."
"New trailers: The Witcher, The Mandalorian, The Grudge, and more","
          Nov  2, 2019, 10:00am EDT
        ",Jacob Kastrenakes,"I finally got around to watching ,, the latest film from Steve McQueen. I love McQueen as a director — I have distinct memories of feeling completely gutted walking out of , — and , is kind of a weird one for him. It’s really the first clear genre piece he’s taken on.,The film is based on a longer television series, and it very much feels like a condensed adaptation. There are a lot of characters and a lot of plot lines weaving in and out of each other. It’s the kind of thing that a book or a TV series can do really well, devoting as much time as necessary to each story. For a movie, it’s often better to simplify.,There are some lovely moments in the movie, though. The intro deftly weaves through the film’s deep cast of characters, offering telling moments with each of them. And the climactic moments remain tense and personal, while still hitting those fun heist-movie beats.,Check out nine trailers from this week below.,Forgive me, I have never played a , game (or read a , book) and have basically no idea what it’s about beyond there being a kind of grotesquely hot middle-aged man with a sword. I’m still not sure I really know what it’s about, but it sure looks like a potentially huge series. It debuts December 20th.,Maybe the single smartest thing Disney has done with , is casting Werner Herzog in ,. In all seriousness, this show , like ,, and that’s not an easy thing to do on a TV show’s budget. We’ve learned basically nothing of the show’s lead character though, and until we do, I’m gonna be a little concerned about how well it can operate around a man wearing a mask. The series debuts just over a week from now alongside Disney+.,John Cho stars in this revival of ,, which, as you would expect, has lots of creepy things to look at. That said, this trailer mostly feels like a super cut of jump scares and seen-it-before scary things, so... we’ll see how much the R-rating does for this incarnation of the series. It comes out January 3rd.,The big new reveal in this trailer is the song “Crazy Train,” which legitimately should just be used in all mass-market trailers. Suddenly I really want to see this? The movie comes out December 13th.,Disney+ comes out in just over a week, and this week we’re getting a look at another of its debut series. As much as this is just a silly kids spinoff, it looks like it’ll probably still be a funny watch for the adults sitting through it, too. All of Disney+ premieres November 12th.,The final trailer for , doesn’t go too deep into the movie — it’s really just a highlight reel of all the great reviews the film has gotten. There’s a big cast, a simple premise, and a writer/director who loves toying with genre conventions, so this ought to be fun. The film comes out November 27th.,On one hand, this looks like a really straightforward rom-com. On the other, it’s beautifully shot and looks like it brings a depth to the formula by folding in the complexities of not knowing one’s family history. Plus, it stars Issa Rae and Lakeith Stanfield. Obviously, this one’s coming out on Valentine’s Day.,I love that this candy-colored film is actually covering up a very eerie sci-fi story. It centers around scientists developing a plant with pollen that appears to have a mood-lifting effect, to eventually problematic results. It comes out December 6th.,Here’s all I care about: the grumpy dude is voiced by Michael Douglas. The show starts November 8th."
Netflix is debating bonuses for directors with popular or award-winning films,"
          Sep 18, 2019,  8:08pm EDT
        ",Nick Statt,"Netflix is mulling over paying some form of bonuses to filmmakers whose movies perform well on the streaming platform or nab prestigious awards, ,. The tactic would be a way to win over on-the-fence directors and producers who might be shopping a project around at multiple streaming services, while also entertaining the idea of a traditional theatrical release.,According to ,, the bonus idea is still being debated internally, but it could be a costly change in strategy for Netflix. The company has traditionally covered the cost of production and paid fixed premiums to filmmakers and producers on top of that.,Hollywood operates differently. Studios tend to grant talent — typically directors and producers, but sometimes also high-profile actors (like ,) — a percentage of box office sales in addition to salaries and other incentives. But Netflix, which is ,, and typically only does so to court awards or meet film festival requirements, would have to come up with unique benchmarks for rewarding filmmakers. ,Netflix’s television division doesn’t have to compete as much with that medium’s traditional ad-based distribution models, the , points out, because the large checks it cuts for TV talent and production are competitive with or superior to the incentives offered by cable and network channels. ,Even if the bonus scheme never fully materializes, it’s more evidence of Netflix’s ongoing struggles to establish itself within the traditional film world, even as it dominates the TV market. While Netflix won three Oscars in February for ,, the company has irked the traditional Hollywood establishment and festival circuit by refusing to widely screen its original films in theaters, or by demanding day-and-date releases, meaning a streaming and theatrical release simultaneously. Yet Netflix is also hungry for official recognition in the form of prestige pictures and the accompanying awards, which has required winning over directors, actors, and screenwriters more inclined to go the traditional route. ,The ongoing tension resulted in Netflix ,. It’s also sparked a number of controversial public feuds with studios, theater chains, and directors, particularly Steven Spielberg, who , that the Academy of Motion Picture Arts and Sciences should change its eligibility requirements to exclude streaming services. ,The Academy ,, although Netflix has since shifted its ambitions by planning to , this fall before making them available on its own platform. That helps Netflix satisfy award eligibility requirements while appeasing theater chains and directors that see at-home streaming of prestige films as a serious existential threat to the Hollywood business model. ,Whether Netflix goes a step further and decides to court filmmakers with even larger sums of money may depend on who the streaming service is trying to convince, and ,."
Apple releases two new trailers showing off its TV Plus children’s shows,"
          Sep 18, 2019,  8:32pm EDT
        ",Jay Peters,"Apple today posted trailers and new info for two of its original shows destined for its upcoming Apple TV Plus streaming service. The programs, the family-oriented shows , and ,, are slated to arrive on launch day for TV Plus, which ,. We can’t embed the trailers, but they’re available on the Apple TV Plus sites linked below. ,The first, ,, is a show for preschoolers about monsters who love to help people solve problems. The show is made by the Sesame Workshop, and in the trailer, the studio’s knack for blending puppets with real-world locations is on full display. The main monster, Cody, walks down a busy city street before singing a song with her monster companions at their store.,At Apple’s services event in March, Sesame Street’s Big Bird and Cody discussed onstage how the Helpsters will use ideas taken from computer programming to help solve problems, giving the show a unique educational benefit. The trailer doesn’t give any clues about what some of those problems might be, but it makes sense that Apple would want a show on Apple TV Plus that introduces kids to the concepts of coding. ,The other, ,, is a reboot of the popular PBS series from the 90s that helped teach kids reading and writing. In the original, a ghost helped a group of kids in Brooklyn solve mysteries by changing words and letters in the world around them. The Apple TV Plus trailer doesn’t reveal how the reboot might differ, but there are clues that it will follow a similar approach.,A walking, talking rabbit asks kids at a school for the time — the way he talks and the way he’s dressed, he’s presumably the white rabbit from ,(he even calls himself “Mr. W. Rabbit”). But nobody can see him except for four friends, who speculate about whether or not the ghost sending them messages also sent the rabbit. (Spoiler warning: according to Apple’s description of the show, the ghost is, in fact, releasing fictional characters into the world.) I remember watching the original , ,growing up, and I hope this show can hook a new generation on reading and writing. , and , will join fellow children’s show , on Apple TV Plus when the service launches on November 1st for $4.99 a month."
Battlestar Galactica reboot from Mr. Robot creator headed to Peacock streaming service,"
          Sep 17, 2019, 10:15am EDT
        ",Julia Alexander,"NBCUniversal’s streaming service, ,, will launch next April with a substantial number of fan favorites and original series, including a reboot of ,from ,.,This isn’t a remake of Ronald D. Moore’s Syfy version of ,that drew in a dedicated fan base in the early 2000s. Still, Esmail’s version of the show will be inspired by Moore’s, ,, not Glen A. Larson’s original 1978 series. The new series is supposed to have a more modern focus, but details on the reboot are being kept under wraps.,Peacock,will also stream Moore’s ,for fans looking to get all of their Cylon goodness in one place. Moore also has a new series, ,, heading to ,.,Esmail is one of the many showrunners in Hollywood inking overall deals with networks and studios. His deal is with Universal Content Productions where he is just about to wrap on ,’s fourth and final season. ,is his second show on Peacock, following ,a limited series that stars ,actress Emmy Rossum. ,Peacock is set to launch in April 2020, and it will arrive with an impressive slate of original shows and beloved series. Reboots of popular shows like ,and ,helmed by ,producer Tracey Wigfield and ,creator Mike Schur, respectively. Peacock will launch with over 15,000 hours of content. Pricing will be announced closer to launch date, but there will be ad-supported and ad-free tiers.,The Verge"
"New trailers: Knives Out, The Secret Garden, Raising Dion, and more","
          Sep 21, 2019, 10:00am EDT
        ",Jacob Kastrenakes,"I finally got around to seeing , the other week. It’s a wonderful, funny, quiet movie that manages to do so much inside such a seemingly tiny story about a family trying to keep a secret from a grandmother.,One of the things that makes , so wonderful is how it flips lost in translation stories on their heads. Its main character, Billi, is dropped inside a culture she doesn’t entirely understand. But the film simultaneously offers both perspectives: her family may be strange for carrying out this elaborate lie, but it’s Billi who’s truly strange for not understanding why they all would want to.,That makes for some delightful comedy and heartfelt moments. It’s also very much something that American cinema largely couldn’t have produced in decades past due to how insular the industry is and unwelcome it’s been to unfamiliar stories.,Check out 11 trailers from this week below.,There’s a new trailer for ,, Rian Johnson’s directorial follow-up to ,. It’s a much smaller-scale film that seems to be designed around letting a bunch of big personalities constantly unload on one another. It comes out on November 27th.,The children’s classic ,is getting a gorgeous new adaptation that looks like it plays up the story’s magical elements and imagery. It comes out sometime next spring.,Michael B. Jordan executive produces (and briefly appears in) this new series about a young boy who begins to develop superpowers. While a lot of the story beats look familiar (“government must take away special kid”), it feels like the show could have a much more interesting emotional core behind those elements. It comes out on October 4th.,This show needs to stop looking so good because I really do not want to subscribe to Apple TV Plus for a single series. But I’m legitimately hyped for , right now. The show premieres on November 1st.,This really silly premise — there are two Paul Rudds — could have been the setup for a totally okay comedy, but , seems to take that conceit in a much weirder and darker direction that looks like it could be even more fun. It comes out on October 18th.,The pitch for this show seems to have been ,x,, and... what if that was actually a great idea? It comes out on October 24th.,Reed Morano, who’s known for directing the first several episodes of ,, has a new film coming out that seems to be a punk rock revenge film with Blake Lively in the lead. It comes out on January 31st.,Netflix has an upcoming documentary that speaks to a number of families living unauthorized in the United States, showing the fear and challenges they face just trying to live their lives, raise a family, or go to school. It comes out on October 2nd.,The next film from , director Todd Haynes is a legal thriller that has Mark Ruffalo playing a lawyer who sues DuPont for poisoning the water of a small town. It’s based on ,, which resulted in more than $670 million in payouts. The film comes out on November 22nd.,Netflix is getting an adaptation of ,, the novella from Stephen King and Joe Hill about an inescapable, evil field of grass. It’s a ridiculous story to describe, but it looks like a good horror premise. It comes out on October 4th.,This movie is about people being murdered by an app, which is also a demon. I love it."
